Architecture,mean,std,min,max,count,mean ± std
ConvNeXtBase,100.0,0.0,100.0,100.0,5,100.0 ± 0.0
DenseNet169,99.99199999999999,0.017888543820004887,99.96,100.0,5,99.992 ± 0.0179
EfficientNetB0,99.96799999999999,0.03346640106136663,99.92,100.0,5,99.968 ± 0.0335
MobileNetV2,100.0,0.0,100.0,100.0,5,100.0 ± 0.0
NASNetMobile,99.85999999999999,0.018708286933866933,99.84,99.88,5,99.86 ± 0.0187
ResNet50,100.0,0.0,100.0,100.0,5,100.0 ± 0.0
VGG19,99.896,0.021908902300208286,99.88,99.92,5,99.896 ± 0.0219
